arm,origin,seed,val_RMSE,test_RMSE,test_MAE,bias,pers_RMSE,pers_MAE,elapsed,cap_c,damp_alpha
damped,0.55,1,19.576534271240234,46.63312530517578,22.3885555267334,-12.869280815124512,45.49281311035156,22.0325927734375,53.0,,0.4756213426589966
damped,0.5,2,21.419225692749023,19.457435607910156,11.084283828735352,-2.2191686630249023,20.270668029785156,11.64380931854248,3820.1,,0.2952283024787903
damped,0.55,2,19.576623916625977,46.63599395751953,22.389772415161133,-12.87297248840332,45.49281311035156,22.0325927734375,3701.2,,0.47560861706733704
damped,0.6,0,41.298583984375,59.7408561706543,29.8380126953125,19.9793701171875,48.71405792236328,23.578571319580078,3688.1,,0.492583304643631
damped,0.5,0,22.09779930114746,20.1706485748291,11.259130477905273,-3.4950594902038574,20.270668029785156,11.64380931854248,3861.9,,0.2678011655807495
damped,0.6,1,41.147064208984375,58.47391891479492,29.154184341430664,18.889921188354492,48.71405792236328,23.578571319580078,3689.8,,0.49041232466697693
damped,0.6,2,41.22142791748047,60.93243408203125,30.32609748840332,20.606399536132812,48.71405792236328,23.578571319580078,3688.6,,0.49257585406303406
damped,0.7,1,11.48984432220459,14.977396011352539,6.183846950531006,-0.927429735660553,15.7118501663208,6.584691524505615,85.8,,0.43827372789382935
damped,0.65,1,46.041160583496094,11.165712356567383,4.990126609802246,-0.6206961274147034,11.340509414672852,5.244285583496094,157.8,,0.3343123197555542
damped,0.65,2,45.77738571166992,11.152449607849121,4.990525245666504,-0.6292051672935486,11.340509414672852,5.244285583496094,183.4,,0.31068915128707886
damped,0.7,0,11.565568923950195,15.214566230773926,6.315459728240967,-1.1503398418426514,15.7118501663208,6.584691524505615,185.9,,0.30756351351737976
damped,0.75,1,15.36681842803955,27.09854507446289,10.797300338745117,-2.7287487983703613,29.548784255981445,10.929333686828613,82.6,,0.4453071057796478
damped,0.65,0,45.66999816894531,11.131908416748047,5.024394512176514,-0.5347285866737366,11.340509414672852,5.244285583496094,244.3,,0.29371529817581177
damped,0.8,0,26.55528450012207,20.457683563232422,12.231271743774414,-2.0283825397491455,21.96774673461914,12.876190185546875,206.3,,0.4593609869480133
damped,0.7,2,11.584078788757324,15.211997985839844,6.360273838043213,-0.967001736164093,15.7118501663208,6.584691524505615,389.8,,0.2779235243797302
damped,0.75,0,15.52617359161377,27.66259002685547,10.819345474243164,-2.6420633792877197,29.548784255981445,10.929333686828613,331.8,,0.31748488545417786
damped,0.8,2,26.555715560913086,20.457929611206055,12.231412887573242,-2.0277678966522217,21.96774673461914,12.876190185546875,305.6,,0.45941856503486633
damped,0.8,1,26.46507453918457,20.531871795654297,12.244209289550781,-1.7372561693191528,21.96774673461914,12.876190185546875,331.4,,0.4383249580860138
damped,0.85,0,20.545948028564453,30.334497451782227,14.701340675354004,-5.04673433303833,30.963665008544922,15.473650932312012,222.1,,0.4596305191516876
damped,0.85,1,20.54609489440918,30.334476470947266,14.701436042785645,-5.046658992767334,30.963665008544922,15.473650932312012,224.1,,0.4597756266593933
damped,0.85,2,20.545970916748047,30.33438491821289,14.701373100280762,-5.046109676361084,30.963665008544922,15.473650932312012,224.9,,0.45968934893608093
