file,bytes,sha256,source
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210106.0600.021.nc4,55604,04fd39296fb3122732c7049818994b06d3213a140fbd1916c98ef98436d69b6a,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210106.0900.021.nc4,55604,ff51505512d1b607e8b2569cafc91f921396d90bf7b0ac4c607d5a687346f706,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210106.1200.021.nc4,55984,710a6a435a68064b3406b2a190317e8599d2c454eb595e9d8625287899a74015,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210106.1500.021.nc4,55604,9e0c0df2427ddc9628ac63df3c8cd286404b324d681570c96b533351349de871,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210106.1800.021.nc4,55604,e7881e1e51ff2917f20aaae69653436ef7b0d1169b6d42cfe487080cdbb9dedf,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210106.2100.021.nc4,55604,3b167c9182e682d1c3a6c48fff2e3cff0ead50d4001e8dacb3c39952fb14f9e8,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210107.0000.021.nc4,55604,ae3ca4139ac3e4674fb1aeabf23053196e770f0ebb2639572326a4d2e7a8cdf5,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210107.0300.021.nc4,55994,6fcab54bd95c2238ce13bfd188f81d780d5c15d4e4229c4e50d8bb472e0d305d,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210107.0600.021.nc4,55604,3b100a394e49c8bfc693da3c6e3e4f9435691b93d6871fa3c2b62e28c4a18c07,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210107.0900.021.nc4,55604,ed46a65ec36455de87fe5997808d9704798f44d4d0d964e618e98152cd9a5d40,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210107.1200.021.nc4,55604,02214b4aeaa71436344aa0bdc54af4d1071a69ffb6e9a44003cff0f506b185a4,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210107.1500.021.nc4,55604,2a2153aa3feb2b30e503c5e3c85ace9ded68162e5f7286a1386c4a1a410ab305,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210107.1800.021.nc4,55604,64e5216c5f85cc2f6e544d2dd0bf91e37394156ea4800960d8abec293ed856d9,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210107.2100.021.nc4,55984,cfe8ccd1ab5f0bfe8c4da20a7d92b95a9c8d9f9e2798a7444613cb2bbd86011b,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210108.0000.021.nc4,55604,994748fb1c11327f7914bca7e08c24dc2abde0701fbd0ecc4c4efd17bca5a41e,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210108.0300.021.nc4,55986,dd5e5e73fe711eb3af521bb66e418aca8eda78a63a761ce0ed297dfade735255,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210108.0600.021.nc4,55604,59808ad7f1e301a77415fe1d083ed428c29367b29b6d5fceb81227f51aa56eb2,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210108.0900.021.nc4,55604,0ea46987ee5bf657b49b981cf7e69e4c1e9bb3cffc3259f1ce475c829457ec5d,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210108.1200.021.nc4,55604,288518531c9a8961ca0d7be917bf67830c5bdcced604847b30a2c56987bcb68f,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210108.1500.021.nc4,55988,2e3d511091ce3d0754278d18bb4fb0a2e304f9959e9ba80b522702c63163b715,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210108.1800.021.nc4,55604,52c5416ed8931fa6aab5c32be0a32f23893004e0363d7d732f7cac52fa828ab6,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210108.2100.021.nc4,55604,c7c0867741f86d23cc81aef69a78089370df8a4433390e854704f834c17f7cce,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GPM/3B-DAY-E.MS.MRG.3IMERG.20210101-S000000-E235959.V06.nc4.nc4,41835,47f4c82a41adf6965b43ea9cd9ccd71d0563b40c23031ae7964162de23086c41,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
