district,covariate,lag,r
Kegalle,era5_precipitation_sum,17,-0.1801148682802076
Kegalle,era5_precipitation_sum,18,-0.16455675188605812
Kegalle,era5_precipitation_sum,19,-0.1898681774854719
Kegalle,era5_precipitation_sum,20,-0.1667345834919539
Kilinochchi,era5_precipitation_sum,2,-0.047666547045320244
Kilinochchi,era5_precipitation_sum,3,-0.027714140717017312
Kilinochchi,era5_precipitation_sum,4,0.025309046485188752
Kilinochchi,era5_precipitation_sum,5,-0.002191123038474507
Kilinochchi,era5_precipitation_sum,6,-0.001317180206332258
Kilinochchi,era5_precipitation_sum,7,0.01979210883976958
Kilinochchi,era5_precipitation_sum,8,0.09339180348850494
Kilinochchi,era5_precipitation_sum,9,0.09123748315330352
Kilinochchi,era5_precipitation_sum,10,0.09037409886663629
Kilinochchi,era5_precipitation_sum,11,0.06067624350633142
Kilinochchi,era5_precipitation_sum,12,0.0516919519525139
Kilinochchi,era5_precipitation_sum,13,0.053672622313508285
Kilinochchi,era5_precipitation_sum,14,-0.010467110547417538
Kilinochchi,era5_precipitation_sum,15,-0.006797390368198829
Kilinochchi,era5_precipitation_sum,16,-0.03837715059552663
Kilinochchi,era5_precipitation_sum,17,-0.05010594473032984
Kilinochchi,era5_precipitation_sum,18,-0.06117672027061386
Kilinochchi,era5_precipitation_sum,19,-0.021839658201913345
Kilinochchi,era5_precipitation_sum,20,-0.06308154580846818
Kurunegala,era5_precipitation_sum,2,-0.0332352561616445
Kurunegala,era5_precipitation_sum,3,-0.06983012305512774
Kurunegala,era5_precipitation_sum,4,0.01465801874758753
Kurunegala,era5_precipitation_sum,5,0.07233580359112601
Kurunegala,era5_precipitation_sum,6,0.06189686134775865
Kurunegala,era5_precipitation_sum,7,0.09554200021138866
Kurunegala,era5_precipitation_sum,8,0.0985533910604032
Kurunegala,era5_precipitation_sum,9,0.11010482917677544
Kurunegala,era5_precipitation_sum,10,0.1129281830314019
Kurunegala,era5_precipitation_sum,11,0.09160366517748238
Kurunegala,era5_precipitation_sum,12,0.052041237750473084
Kurunegala,era5_precipitation_sum,13,0.005850892834610099
Kurunegala,era5_precipitation_sum,14,-0.028816708208123896
Kurunegala,era5_precipitation_sum,15,-0.07904434439430796
Kurunegala,era5_precipitation_sum,16,-0.13038879702701128
Kurunegala,era5_precipitation_sum,17,-0.14758697852672178
Kurunegala,era5_precipitation_sum,18,-0.1954472435528411
Kurunegala,era5_precipitation_sum,19,-0.22157736626983093
Kurunegala,era5_precipitation_sum,20,-0.24027756597093008
Mannar,era5_precipitation_sum,2,0.04722420375129813
Mannar,era5_precipitation_sum,3,0.06755583446761171
Mannar,era5_precipitation_sum,4,0.08417395894919612
Mannar,era5_precipitation_sum,5,0.11164016760511113
Mannar,era5_precipitation_sum,6,0.13924390204408488
Mannar,era5_precipitation_sum,7,0.15498897171670614
Mannar,era5_precipitation_sum,8,0.19623105696290466
Mannar,era5_precipitation_sum,9,0.16831270754620045
Mannar,era5_precipitation_sum,10,0.13668352355939792
Mannar,era5_precipitation_sum,11,0.10008718835915958
Mannar,era5_precipitation_sum,12,0.025371610550959815
Mannar,era5_precipitation_sum,13,0.05340647766758968
Mannar,era5_precipitation_sum,14,-0.09708423303848757
Mannar,era5_precipitation_sum,15,-0.09984569185503982
Mannar,era5_precipitation_sum,16,-0.07089895484066987
Mannar,era5_precipitation_sum,17,-0.14218293986133318
Mannar,era5_precipitation_sum,18,-0.15584706632845258
Mannar,era5_precipitation_sum,19,-0.19129723766537088
Mannar,era5_precipitation_sum,20,-0.20205113011355869
Matale,era5_precipitation_sum,2,-0.07763836192492515
Matale,era5_precipitation_sum,3,-0.07235578494225886
Matale,era5_precipitation_sum,4,-0.04120539241192529
Matale,era5_precipitation_sum,5,0.016969511357597018
Matale,era5_precipitation_sum,6,0.0458639519196666
Matale,era5_precipitation_sum,7,0.0626818742650682
Matale,era5_precipitation_sum,8,0.07996571877542881
Matale,era5_precipitation_sum,9,0.09284410766877278
Matale,era5_precipitation_sum,10,0.08466417407386252
Matale,era5_precipitation_sum,11,0.03994466905613859
Matale,era5_precipitation_sum,12,0.0583302913422575
Matale,era5_precipitation_sum,13,-0.04355346116554745
Matale,era5_precipitation_sum,14,-0.008747885806266521
Matale,era5_precipitation_sum,15,-0.08918801562973888
Matale,era5_precipitation_sum,16,-0.07668072420805042
Matale,era5_precipitation_sum,17,-0.16824585235182624
Matale,era5_precipitation_sum,18,-0.1543032113701356
Matale,era5_precipitation_sum,19,-0.19410451640903895
Matale,era5_precipitation_sum,20,-0.22935226058099992
Matara,era5_precipitation_sum,2,-0.060553899531249664
Matara,era5_precipitation_sum,3,-0.053015356773228196
Matara,era5_precipitation_sum,4,-0.023759408823429033
Matara,era5_precipitation_sum,5,0.02642560966650576
Matara,era5_precipitation_sum,6,0.01253063646440785
Matara,era5_precipitation_sum,7,0.04092927683495922
Matara,era5_precipitation_sum,8,0.05306307143797618
Matara,era5_precipitation_sum,9,0.12371381818063606
Matara,era5_precipitation_sum,10,0.14698058339592435
Matara,era5_precipitation_sum,11,0.0777884510028553
Matara,era5_precipitation_sum,12,0.08714388779264806
Matara,era5_precipitation_sum,13,0.08116673098058586
Matara,era5_precipitation_sum,14,0.05843859920873557
Matara,era5_precipitation_sum,15,0.013252330467506478
Matara,era5_precipitation_sum,16,-0.012182598125614572
Matara,era5_precipitation_sum,17,-0.08449184393229732
Matara,era5_precipitation_sum,18,-0.07096930618239965
Matara,era5_precipitation_sum,19,-0.12921973917356958
Matara,era5_precipitation_sum,20,-0.1235648206313189
Moneragala,era5_precipitation_sum,2,-0.06325031371110484
Moneragala,era5_precipitation_sum,3,-0.023015654089477235
Moneragala,era5_precipitation_sum,4,-0.023251322701214685
Moneragala,era5_precipitation_sum,5,0.023657585137355133
Moneragala,era5_precipitation_sum,6,0.009468277390404704
Moneragala,era5_precipitation_sum,7,0.03727293109600141
Moneragala,era5_precipitation_sum,8,0.04502485085626728
Moneragala,era5_precipitation_sum,9,0.032466797542411385
Moneragala,era5_precipitation_sum,10,0.056394008965196314
Moneragala,era5_precipitation_sum,11,0.06029989818782405
Moneragala,era5_precipitation_sum,12,-0.00021396434006332434
Moneragala,era5_precipitation_sum,13,-0.008878931687551715
Moneragala,era5_precipitation_sum,14,-0.01169474612099718
Moneragala,era5_precipitation_sum,15,-0.0649362313784959
Moneragala,era5_precipitation_sum,16,-0.10410141895306323
Moneragala,era5_precipitation_sum,17,-0.10589505042218593
Moneragala,era5_precipitation_sum,18,-0.1519086580721333
Moneragala,era5_precipitation_sum,19,-0.1856491521746678
Moneragala,era5_precipitation_sum,20,-0.15124277398297553
Mullaitivu,era5_precipitation_sum,2,0.07952425937172543
Mullaitivu,era5_precipitation_sum,3,0.0823578612487359
Mullaitivu,era5_precipitation_sum,4,0.10567584292803435
Mullaitivu,era5_precipitation_sum,5,0.15164486786572504
Mullaitivu,era5_precipitation_sum,6,0.20499073393211442
Mullaitivu,era5_precipitation_sum,7,0.1408496518025053
Mullaitivu,era5_precipitation_sum,8,0.13087473962134058
Mullaitivu,era5_precipitation_sum,9,0.11435636059586178
Mullaitivu,era5_precipitation_sum,10,0.10261975767991019
Mullaitivu,era5_precipitation_sum,11,0.10969641871468822
Mullaitivu,era5_precipitation_sum,12,0.06610484861104121
Mullaitivu,era5_precipitation_sum,13,-0.06757142302114491
Mullaitivu,era5_precipitation_sum,14,-0.07785779277331985
Mullaitivu,era5_precipitation_sum,15,-0.014272932987276615
Mullaitivu,era5_precipitation_sum,16,-0.05049761009088985
Mullaitivu,era5_precipitation_sum,17,-0.11765787278835789
Mullaitivu,era5_precipitation_sum,18,-0.10763169837871843
Mullaitivu,era5_precipitation_sum,19,-0.04098240454113482
Mullaitivu,era5_precipitation_sum,20,-0.06253438081098764
NuwaraEliya,era5_precipitation_sum,2,-0.05907460584901604
NuwaraEliya,era5_precipitation_sum,3,-0.03355322390574529
NuwaraEliya,era5_precipitation_sum,4,0.0025592622105674234
NuwaraEliya,era5_precipitation_sum,5,0.06434623448661857
NuwaraEliya,era5_precipitation_sum,6,0.06899484779829361
NuwaraEliya,era5_precipitation_sum,7,0.11676825540354598
NuwaraEliya,era5_precipitation_sum,8,0.06373982294381186
NuwaraEliya,era5_precipitation_sum,9,0.09199407564140288
NuwaraEliya,era5_precipitation_sum,10,0.09686552620854884
NuwaraEliya,era5_precipitation_sum,11,0.10314004296944256
NuwaraEliya,era5_precipitation_sum,12,0.05094086258395679
NuwaraEliya,era5_precipitation_sum,13,-0.030656456752992525
NuwaraEliya,era5_precipitation_sum,14,-0.08371143462788147
NuwaraEliya,era5_precipitation_sum,15,-0.10661442997250702
NuwaraEliya,era5_precipitation_sum,16,-0.16487509161836722
NuwaraEliya,era5_precipitation_sum,17,-0.1515582486965372
NuwaraEliya,era5_precipitation_sum,18,-0.14398345206548663
NuwaraEliya,era5_precipitation_sum,19,-0.1743717576245488
NuwaraEliya,era5_precipitation_sum,20,-0.22008547978770637
Polonnaruwa,era5_precipitation_sum,2,0.02540588493388298
Polonnaruwa,era5_precipitation_sum,3,-0.05019205358045735
Polonnaruwa,era5_precipitation_sum,4,-0.05024847779678398
Polonnaruwa,era5_precipitation_sum,5,-0.02970722835832354
Polonnaruwa,era5_precipitation_sum,6,0.019209181099035563
Polonnaruwa,era5_precipitation_sum,7,0.039015800900110045
Polonnaruwa,era5_precipitation_sum,8,0.1130215653858919
Polonnaruwa,era5_precipitation_sum,9,0.0681522116140741
Polonnaruwa,era5_precipitation_sum,10,0.028046839362973714
Polonnaruwa,era5_precipitation_sum,11,0.049276981942903454
Polonnaruwa,era5_precipitation_sum,12,0.013435158102142238
Polonnaruwa,era5_precipitation_sum,13,-0.04351089374991273
Polonnaruwa,era5_precipitation_sum,14,-0.13124233144234215
Polonnaruwa,era5_precipitation_sum,15,-0.1252663272044197
Polonnaruwa,era5_precipitation_sum,16,-0.12794466194290477
Polonnaruwa,era5_precipitation_sum,17,-0.10961637495887101
Polonnaruwa,era5_precipitation_sum,18,-0.16117030564217907
Polonnaruwa,era5_precipitation_sum,19,-0.18421343349038927
Polonnaruwa,era5_precipitation_sum,20,-0.2038732005900276
Puttalam,era5_precipitation_sum,2,0.007566612507167773
Puttalam,era5_precipitation_sum,3,-0.01851312339726326
Puttalam,era5_precipitation_sum,4,0.05436110889563538
Puttalam,era5_precipitation_sum,5,0.08019243539209572
Puttalam,era5_precipitation_sum,6,0.0808291784081892
Puttalam,era5_precipitation_sum,7,0.11801420212784419
Puttalam,era5_precipitation_sum,8,0.15990338636975693
Puttalam,era5_precipitation_sum,9,0.12728875738909456
Puttalam,era5_precipitation_sum,10,0.14391682817761275
Puttalam,era5_precipitation_sum,11,0.11389484330444606
Puttalam,era5_precipitation_sum,12,0.07670297914350915
Puttalam,era5_precipitation_sum,13,0.058996225991708194
Puttalam,era5_precipitation_sum,14,0.004106215527301862
Puttalam,era5_precipitation_sum,15,-0.05178420294031191
Puttalam,era5_precipitation_sum,16,-0.09901192490537561
Puttalam,era5_precipitation_sum,17,-0.19724624908809882
Puttalam,era5_precipitation_sum,18,-0.13306046540668506
Puttalam,era5_precipitation_sum,19,-0.17619088944896355
Puttalam,era5_precipitation_sum,20,-0.17741938864520837
Ratnapura,era5_precipitation_sum,2,-0.09275505657728295
Ratnapura,era5_precipitation_sum,3,-0.06973530599776011
Ratnapura,era5_precipitation_sum,4,-0.051348173375257156
Ratnapura,era5_precipitation_sum,5,0.02535035649195487
Ratnapura,era5_precipitation_sum,6,-0.0037573900902576982
Ratnapura,era5_precipitation_sum,7,0.014291952141102921
Ratnapura,era5_precipitation_sum,8,0.03436581670001237
Ratnapura,era5_precipitation_sum,9,0.0373411289267741
Ratnapura,era5_precipitation_sum,10,0.021862020142996555
Ratnapura,era5_precipitation_sum,11,-0.009669240768085358
Ratnapura,era5_precipitation_sum,12,-0.011618610667253872
Ratnapura,era5_precipitation_sum,13,-0.03958917716041544
Ratnapura,era5_precipitation_sum,14,-0.05033974613396274
Ratnapura,era5_precipitation_sum,15,-0.11758887406770036
Ratnapura,era5_precipitation_sum,16,-0.11557393265184149
Ratnapura,era5_precipitation_sum,17,-0.1416846172717741
Ratnapura,era5_precipitation_sum,18,-0.1086258976526352
Ratnapura,era5_precipitation_sum,19,-0.1571540613417734
Ratnapura,era5_precipitation_sum,20,-0.14835891184135877
Trincomalee,era5_precipitation_sum,2,0.005622468200980528
Trincomalee,era5_precipitation_sum,3,0.031925064116442296
Trincomalee,era5_precipitation_sum,4,0.09128171942511205
Trincomalee,era5_precipitation_sum,5,0.13777506359909264
Trincomalee,era5_precipitation_sum,6,0.1311053122527619
Trincomalee,era5_precipitation_sum,7,0.15392915723042672
Trincomalee,era5_precipitation_sum,8,0.18295338169800415
Trincomalee,era5_precipitation_sum,9,0.19437772458414013
Trincomalee,era5_precipitation_sum,10,0.1891640067481807
Trincomalee,era5_precipitation_sum,11,0.14947774689732315
Trincomalee,era5_precipitation_sum,12,0.12251919211221547
Trincomalee,era5_precipitation_sum,13,0.16019393073094554
Trincomalee,era5_precipitation_sum,14,0.1267847911225878
Trincomalee,era5_precipitation_sum,15,0.025620806492571088
Trincomalee,era5_precipitation_sum,16,0.04892823380574643
Trincomalee,era5_precipitation_sum,17,0.0375428087477964
Trincomalee,era5_precipitation_sum,18,0.0024902473608341023
Trincomalee,era5_precipitation_sum,19,0.02056017773699104
Trincomalee,era5_precipitation_sum,20,-0.015044799449621444
Vavuniya,era5_precipitation_sum,2,0.03367071607513899
Vavuniya,era5_precipitation_sum,3,0.02700191194817436
Vavuniya,era5_precipitation_sum,4,0.08835883702790713
Vavuniya,era5_precipitation_sum,5,0.17896811934763782
Vavuniya,era5_precipitation_sum,6,0.1857671634766739
Vavuniya,era5_precipitation_sum,7,0.16551694015633028
Vavuniya,era5_precipitation_sum,8,0.170610945124659
Vavuniya,era5_precipitation_sum,9,0.18937814254831833
Vavuniya,era5_precipitation_sum,10,0.16900193716315606
Vavuniya,era5_precipitation_sum,11,0.09175576065952036
Vavuniya,era5_precipitation_sum,12,0.0608017176064339
Vavuniya,era5_precipitation_sum,13,0.055373673248638296
Vavuniya,era5_precipitation_sum,14,0.03625025412615616
Vavuniya,era5_precipitation_sum,15,-0.02208552872328832
Vavuniya,era5_precipitation_sum,16,0.008503033132470299
Vavuniya,era5_precipitation_sum,17,-0.06873177784863056
Vavuniya,era5_precipitation_sum,18,-0.08028735549832974
Vavuniya,era5_precipitation_sum,19,-0.07867208371187825
Vavuniya,era5_precipitation_sum,20,-0.05230915220346838
Ampara,era5_relative_humidity_2m_mean,2,-0.03891764479125902
Ampara,era5_relative_humidity_2m_mean,3,-0.03524803123475601
Ampara,era5_relative_humidity_2m_mean,4,-0.014183830414875831
Ampara,era5_relative_humidity_2m_mean,5,0.0009738757957987318
Ampara,era5_relative_humidity_2m_mean,6,0.005311815693165757
Ampara,era5_relative_humidity_2m_mean,7,0.048524489476917516
Ampara,era5_relative_humidity_2m_mean,8,0.045423695909358054
Ampara,era5_relative_humidity_2m_mean,9,0.0721349755947518
Ampara,era5_relative_humidity_2m_mean,10,0.05203800695768581
Ampara,era5_relative_humidity_2m_mean,11,0.052938930644691164
Ampara,era5_relative_humidity_2m_mean,12,0.06440933747374925
Ampara,era5_relative_humidity_2m_mean,13,0.04853390608033428
Ampara,era5_relative_humidity_2m_mean,14,0.03985316089362938
Ampara,era5_relative_humidity_2m_mean,15,0.02497568717546174
Ampara,era5_relative_humidity_2m_mean,16,0.020475179418174425
Ampara,era5_relative_humidity_2m_mean,17,-0.03504380793157928
Ampara,era5_relative_humidity_2m_mean,18,-0.011551091691383844
Ampara,era5_relative_humidity_2m_mean,19,0.0037776964076655976
Ampara,era5_relative_humidity_2m_mean,20,-0.02435504434143272
Anuradhapura,era5_relative_humidity_2m_mean,2,0.023811420279612458
Anuradhapura,era5_relative_humidity_2m_mean,3,0.06811696473434029
Anuradhapura,era5_relative_humidity_2m_mean,4,0.05762845445069188
Anuradhapura,era5_relative_humidity_2m_mean,5,0.09315355684395604
Anuradhapura,era5_relative_humidity_2m_mean,6,0.13756219013829404
Anuradhapura,era5_relative_humidity_2m_mean,7,0.17530925856467097
Anuradhapura,era5_relative_humidity_2m_mean,8,0.1846021728105417
Anuradhapura,era5_relative_humidity_2m_mean,9,0.14593634170478686
Anuradhapura,era5_relative_humidity_2m_mean,10,0.07841958194158949
Anuradhapura,era5_relative_humidity_2m_mean,11,0.06451533556866579
Anuradhapura,era5_relative_humidity_2m_mean,12,0.04375343318744644
Anuradhapura,era5_relative_humidity_2m_mean,13,-0.03722691073672035
Anuradhapura,era5_relative_humidity_2m_mean,14,-0.1094405576462779
Anuradhapura,era5_relative_humidity_2m_mean,15,-0.13305820422680917
Anuradhapura,era5_relative_humidity_2m_mean,16,-0.14686590303823566
Anuradhapura,era5_relative_humidity_2m_mean,17,-0.19188026010326192
Anuradhapura,era5_relative_humidity_2m_mean,18,-0.18732426128002888
Anuradhapura,era5_relative_humidity_2m_mean,19,-0.17075472946580864
Anuradhapura,era5_relative_humidity_2m_mean,20,-0.21102275040068574
Badulla,era5_relative_humidity_2m_mean,2,-0.1985503311241013
Badulla,era5_relative_humidity_2m_mean,3,-0.1916301501559571
Badulla,era5_relative_humidity_2m_mean,4,-0.20227423972233552
Badulla,era5_relative_humidity_2m_mean,5,-0.19326336259563648
Badulla,era5_relative_humidity_2m_mean,6,-0.20272684408614133
Badulla,era5_relative_humidity_2m_mean,7,-0.21447809116905575
Badulla,era5_relative_humidity_2m_mean,8,-0.18188817490719433
Badulla,era5_relative_humidity_2m_mean,9,-0.1896983007518393
Badulla,era5_relative_humidity_2m_mean,10,-0.23275140263911034
Badulla,era5_relative_humidity_2m_mean,11,-0.27794645415869473
Badulla,era5_relative_humidity_2m_mean,12,-0.3014697182230735
Badulla,era5_relative_humidity_2m_mean,13,-0.3390968170135828
Badulla,era5_relative_humidity_2m_mean,14,-0.37684564507990465
Badulla,era5_relative_humidity_2m_mean,15,-0.37383884069184065
Badulla,era5_relative_humidity_2m_mean,16,-0.38545109711405784
Badulla,era5_relative_humidity_2m_mean,17,-0.3621687137937877
Badulla,era5_relative_humidity_2m_mean,18,-0.35358945719808
Badulla,era5_relative_humidity_2m_mean,19,-0.3415151810167354
Badulla,era5_relative_humidity_2m_mean,20,-0.3249881797901376
Batticaloa,era5_relative_humidity_2m_mean,2,0.30119618882800137
Batticaloa,era5_relative_humidity_2m_mean,3,0.357730559204966
Batticaloa,era5_relative_humidity_2m_mean,4,0.40329260297434716
Batticaloa,era5_relative_humidity_2m_mean,5,0.4396298231243092
Batticaloa,era5_relative_humidity_2m_mean,6,0.4637947844129956
Batticaloa,era5_relative_humidity_2m_mean,7,0.48033221912461305
Batticaloa,era5_relative_humidity_2m_mean,8,0.4659729618670616
Batticaloa,era5_relative_humidity_2m_mean,9,0.46446305603686394
Batticaloa,era5_relative_humidity_2m_mean,10,0.4608342601019969
Batticaloa,era5_relative_humidity_2m_mean,11,0.42930344893515354
Batticaloa,era5_relative_humidity_2m_mean,12,0.43479026474409205
Batticaloa,era5_relative_humidity_2m_mean,13,0.41171890347550183
Batticaloa,era5_relative_humidity_2m_mean,14,0.3638807133214639
Batticaloa,era5_relative_humidity_2m_mean,15,0.3147252015077569
Batticaloa,era5_relative_humidity_2m_mean,16,0.2757805074127647
Batticaloa,era5_relative_humidity_2m_mean,17,0.225104359953053
Batticaloa,era5_relative_humidity_2m_mean,18,0.16430104325229983
Batticaloa,era5_relative_humidity_2m_mean,19,0.10745816537819271
Batticaloa,era5_relative_humidity_2m_mean,20,0.046370586788033546
Colombo,era5_relative_humidity_2m_mean,2,0.11047942258695413
Colombo,era5_relative_humidity_2m_mean,3,0.16908419128873664
Colombo,era5_relative_humidity_2m_mean,4,0.22540555653748554
Colombo,era5_relative_humidity_2m_mean,5,0.29312737903921443
Colombo,era5_relative_humidity_2m_mean,6,0.3256434159832276
Colombo,era5_relative_humidity_2m_mean,7,0.3555839231553897
Colombo,era5_relative_humidity_2m_mean,8,0.3505214981287802
Colombo,era5_relative_humidity_2m_mean,9,0.3309494795379927
Colombo,era5_relative_humidity_2m_mean,10,0.30660996916232836
Colombo,era5_relative_humidity_2m_mean,11,0.2442667500594089
Colombo,era5_relative_humidity_2m_mean,12,0.1830459638445099
Colombo,era5_relative_humidity_2m_mean,13,0.1030499032959678
Colombo,era5_relative_humidity_2m_mean,14,0.05405309455799412
Colombo,era5_relative_humidity_2m_mean,15,-0.022902061860113985
Colombo,era5_relative_humidity_2m_mean,16,-0.08018408497276332
Colombo,era5_relative_humidity_2m_mean,17,-0.1460303950723868
Colombo,era5_relative_humidity_2m_mean,18,-0.17006708581733443
Colombo,era5_relative_humidity_2m_mean,19,-0.20656183404354267
Colombo,era5_relative_humidity_2m_mean,20,-0.25372026962699035
Galle,era5_relative_humidity_2m_mean,2,0.16087186476834572
Galle,era5_relative_humidity_2m_mean,3,0.2025864239149799
Galle,era5_relative_humidity_2m_mean,4,0.16887780357117285
Galle,era5_relative_humidity_2m_mean,5,0.20881490373393022
Galle,era5_relative_humidity_2m_mean,6,0.20077483046917804
Galle,era5_relative_humidity_2m_mean,7,0.20578164669793989
Galle,era5_relative_humidity_2m_mean,8,0.21521273500763968
Galle,era5_relative_humidity_2m_mean,9,0.2251627056290951
Galle,era5_relative_humidity_2m_mean,10,0.19142365698903488
Galle,era5_relative_humidity_2m_mean,11,0.12804796987547615
Galle,era5_relative_humidity_2m_mean,12,0.1463239988507003
Galle,era5_relative_humidity_2m_mean,13,0.07318454956808142
Galle,era5_relative_humidity_2m_mean,14,0.00795842779307713
Galle,era5_relative_humidity_2m_mean,15,-0.028948860679184955
Galle,era5_relative_humidity_2m_mean,16,-0.09771437582570025
Galle,era5_relative_humidity_2m_mean,17,-0.12575969597567022
Galle,era5_relative_humidity_2m_mean,18,-0.12329926013901485
Galle,era5_relative_humidity_2m_mean,19,-0.11754412206543478
Galle,era5_relative_humidity_2m_mean,20,-0.10189405471633263
Gampaha,era5_relative_humidity_2m_mean,2,0.11707903853333478
Gampaha,era5_relative_humidity_2m_mean,3,0.12014002531879474
Gampaha,era5_relative_humidity_2m_mean,4,0.14080090617730806
Gampaha,era5_relative_humidity_2m_mean,5,0.19046519144032323
Gampaha,era5_relative_humidity_2m_mean,6,0.23038086479692682
Gampaha,era5_relative_humidity_2m_mean,7,0.24549266810059722
Gampaha,era5_relative_humidity_2m_mean,8,0.2357061081637675
Gampaha,era5_relative_humidity_2m_mean,9,0.25092139150591747
Gampaha,era5_relative_humidity_2m_mean,10,0.2091359916076554
Gampaha,era5_relative_humidity_2m_mean,11,0.17529308672105604
Gampaha,era5_relative_humidity_2m_mean,12,0.15306339714571715
Gampaha,era5_relative_humidity_2m_mean,13,0.11695933668927758
Gampaha,era5_relative_humidity_2m_mean,14,0.07352550207994113
Gampaha,era5_relative_humidity_2m_mean,15,0.03975897952063142
Gampaha,era5_relative_humidity_2m_mean,16,0.03115932117757988
Gampaha,era5_relative_humidity_2m_mean,17,-0.046684817864786884
Gampaha,era5_relative_humidity_2m_mean,18,-0.059648855413709824
Gampaha,era5_relative_humidity_2m_mean,19,-0.08601950550836042
Gampaha,era5_relative_humidity_2m_mean,20,-0.1403602206016393
Hambantota,era5_relative_humidity_2m_mean,2,-0.06527107045484239
Hambantota,era5_relative_humidity_2m_mean,3,-0.033352537044755694
Hambantota,era5_relative_humidity_2m_mean,4,-0.027308473975159918
Hambantota,era5_relative_humidity_2m_mean,5,0.0195944914108873
Hambantota,era5_relative_humidity_2m_mean,6,0.04484894413974928
Hambantota,era5_relative_humidity_2m_mean,7,0.07527682529733604
Hambantota,era5_relative_humidity_2m_mean,8,0.07825329224688114
Hambantota,era5_relative_humidity_2m_mean,9,0.10093917839304135
Hambantota,era5_relative_humidity_2m_mean,10,0.06995722663062277
Hambantota,era5_relative_humidity_2m_mean,11,0.01667402424292659
Hambantota,era5_relative_humidity_2m_mean,12,0.004001400060177784
Hambantota,era5_relative_humidity_2m_mean,13,-0.06532983665532972
Hambantota,era5_relative_humidity_2m_mean,14,-0.13951027938842955
Hambantota,era5_relative_humidity_2m_mean,15,-0.17352934406933057
Hambantota,era5_relative_humidity_2m_mean,16,-0.18832991700886406
Hambantota,era5_relative_humidity_2m_mean,17,-0.258826470634096
Hambantota,era5_relative_humidity_2m_mean,18,-0.289164101476394
Hambantota,era5_relative_humidity_2m_mean,19,-0.32398095837008545
Hambantota,era5_relative_humidity_2m_mean,20,-0.3427611239035419
Jaffna,era5_relative_humidity_2m_mean,2,0.09423360485470506
Jaffna,era5_relative_humidity_2m_mean,3,0.16454554733277793
Jaffna,era5_relative_humidity_2m_mean,4,0.19050475332936584
Jaffna,era5_relative_humidity_2m_mean,5,0.23186749772682885
Jaffna,era5_relative_humidity_2m_mean,6,0.28360890810933603
Jaffna,era5_relative_humidity_2m_mean,7,0.2785983130636559
Jaffna,era5_relative_humidity_2m_mean,8,0.2870019402925744
Jaffna,era5_relative_humidity_2m_mean,9,0.32270418867020556
Jaffna,era5_relative_humidity_2m_mean,10,0.2972160517652158
Jaffna,era5_relative_humidity_2m_mean,11,0.26515154910816113
Jaffna,era5_relative_humidity_2m_mean,12,0.2695921574541876
Jaffna,era5_relative_humidity_2m_mean,13,0.20279259526689844
Jaffna,era5_relative_humidity_2m_mean,14,0.16291158471674808
Jaffna,era5_relative_humidity_2m_mean,15,0.13767513351561586
Jaffna,era5_relative_humidity_2m_mean,16,0.10630363665191055
Jaffna,era5_relative_humidity_2m_mean,17,0.042798068890908716
Jaffna,era5_relative_humidity_2m_mean,18,0.02352524199319036
Jaffna,era5_relative_humidity_2m_mean,19,-0.03909299465172467
Jaffna,era5_relative_humidity_2m_mean,20,-0.04910223001251511
Kalutara,era5_relative_humidity_2m_mean,2,0.12190849335991183
Kalutara,era5_relative_humidity_2m_mean,3,0.12689550468027194
Kalutara,era5_relative_humidity_2m_mean,4,0.1292149384159491
Kalutara,era5_relative_humidity_2m_mean,5,0.1952731743975021
Kalutara,era5_relative_humidity_2m_mean,6,0.214164128049342
Kalutara,era5_relative_humidity_2m_mean,7,0.2436303937282453
Kalutara,era5_relative_humidity_2m_mean,8,0.2765072721414713
Kalutara,era5_relative_humidity_2m_mean,9,0.28879157867791816
Kalutara,era5_relative_humidity_2m_mean,10,0.26712252479279436
Kalutara,era5_relative_humidity_2m_mean,11,0.2532038494295552
Kalutara,era5_relative_humidity_2m_mean,12,0.21556569573700202
Kalutara,era5_relative_humidity_2m_mean,13,0.1820354248377997
Kalutara,era5_relative_humidity_2m_mean,14,0.11125242074457611
Kalutara,era5_relative_humidity_2m_mean,15,0.025235478455552532
Kalutara,era5_relative_humidity_2m_mean,16,-0.015433044079086564
Kalutara,era5_relative_humidity_2m_mean,17,-0.06224246625165457
Kalutara,era5_relative_humidity_2m_mean,18,-0.08602126579528568
Kalutara,era5_relative_humidity_2m_mean,19,-0.07710553338389774
Kalutara,era5_relative_humidity_2m_mean,20,-0.07790562817813654
Kandy,era5_relative_humidity_2m_mean,2,0.002864846857695732
Kandy,era5_relative_humidity_2m_mean,3,-0.009672349050300988
Kandy,era5_relative_humidity_2m_mean,4,-0.05551681714896963
Kandy,era5_relative_humidity_2m_mean,5,-0.033863096077379966
Kandy,era5_relative_humidity_2m_mean,6,-0.040462915451716666
Kandy,era5_relative_humidity_2m_mean,7,-0.06906649980515431
Kandy,era5_relative_humidity_2m_mean,8,-0.09253440155911137
Kandy,era5_relative_humidity_2m_mean,9,-0.12886749849725085
Kandy,era5_relative_humidity_2m_mean,10,-0.19617498270050718
Kandy,era5_relative_humidity_2m_mean,11,-0.21822881982262998
Kandy,era5_relative_humidity_2m_mean,12,-0.22900999248139395
